,id,ticker,buy_time,buy_price,buy_sum,buy_commission,sell_time,sell_price,sell_sum,sell_commission,stocks_number,status,gain_coef,lose_coef,trailing_LIT_gain_coef,trailing_ratio,profit,buy_order_id,limit_if_touched_order_id,stop_order_id,trailing_LIT_order_id,trailing_stop_limit_order_id,buy_condition_type,tech_indicators,timezone,stop_limit_sell_order_id
30,574.0,ABT,2024-08-30 04:31:51.790,112.6881,1352.2572,0.04,2024-08-31 00:33:17.111,113.0516,1356.6192,0.09,12.0,completed,1.005,0.95,1.007,0.15,4.231999999999853,FA1962B6DF2BFB2000,,FA1962BC16BEFB2000,FA1962BC1750FB2000,FA1963BC8A57BB2000,1h,Not filled,E. Australia Standard Time,
31,601.0,PLD,2024-08-30 05:30:11.905,125.17,1376.87,0.03,2024-08-31 00:26:08.304,126.05,1386.55,0.08,11.0,completed,1.005,0.95,1.007,0.15,9.570000000000064,FA1962C4396DBB2000,,FA1962C7BC9B3B2000,FA1962C7BD1D04A000,,1h,Not filled,E. Australia Standard Time,
32,1.0,CRM,2024-08-30 23:30:37.155,256.96,1284.8,0.01,2024-08-31 00:57:48.530,255.9104,1279.552,0.06999999999999999,5.0,completed,1.005,0.95,1.007,0.15,-5.32799999999982,FA1963BB835284A000,,FA1963BC88F33B2000,FA1963BC8947FB2000,FA1963C27D0404A000,1h,Not filled,E. Australia Standard Time,
33,10.0,MDT,2024-08-30 23:34:07.100,88.0374,1408.5984,0.05,2024-08-31 01:06:07.516,88.3708,1413.9328,0.09999999999999999,16.0,completed,1.005,0.95,1.007,0.15,5.18439999999996,FA1963BC50597B2000,,FA1963C0DA8F7B2000,FA1963C0DAE0C4A000,FA1963C27C4BBB2000,1h,Not filled,E. Australia Standard Time,
34,23.0,ABT,2024-08-30 23:43:15.079,112.71,1352.52,0.04,2024-08-31 01:02:23.689,112.81,1353.72,0.09,12.0,completed,1.005,0.95,1.007,0.15,1.070000000000045,FA1963BE6784BB2000,,FA1963C0DBF43B2000,FA1963C0DC46BB2000,FA1963C27DDB3B2000,1h,Not filled,E. Australia Standard Time,
35,13.0,ABT,2024-08-31 00:12:08.592,112.71,1352.52,0.04,2024-08-31 06:48:37.288,113.0801,1356.9612,0.09,12.0,completed,1.005,0.95,1.007,0.15,4.311199999999981,FA1963C5046284A000,,FA1963C628D204A000,FA1963C6292644A000,FA1964127CB63B2000,1h,Not filled,E. Australia Standard Time,
36,4.0,ZTS,2024-08-31 00:23:17.178,182.32,1276.24,0.02,2024-08-31 06:57:15.205,182.71,1278.97,0.06999999999999999,7.0,completed,1.005,0.97,1.007,0.15,2.640000000000018,FA1963C7914AC4A000,,FA1963CB303EFB2000,FA1963D01F977B2000,FA1964148BC1BB2000,1h,Not filled,E. Australia Standard Time,
37,185.0,SNPS,2024-08-31 05:30:22.248,515.45,2061.8,0.01,2024-08-31 06:50:41.599,519.06,2076.24,0.07999999999999999,4.0,completed,1.005,0.97,1.007,0.15,14.3499999999996,FA19640DDA66FB2000,,,,FA1964135F1BC4A000,1h,Not filled,E. Australia Standard Time,
38,30.0,CRM,2024-09-03 23:48:17.679,252.1006,2016.8048,0.02,2024-09-07 01:00:18.595,244.4732,1955.7856,0.08,8.0,completed,1.005,0.97,1.006,0.15,-61.11919999999996,FA1968E5EADC7B2000,,FA1968E7464D3B2000,FA1968E746A33B2000,,1h,Not filled,E. Australia Standard Time,
39,81.0,CMG,2024-09-04 00:11:12.938,55.24,2154.36,0.12,2024-09-04 04:46:17.253,53.5706,2089.2534,0.19,39.0,completed,1.005,0.97,1.006,0.15,-65.41660000000007,FA1968EB29E284A000,,FA1968ED3E407B2000,FA1968ED3EA5BB2000,,1h,Not filled,E. Australia Standard Time,
40,223.0,TMUS,2024-09-04 01:22:02.854,200.285,1201.71,0.02,2024-09-04 04:33:15.632,201.015,1206.09,0.06,6.0,completed,1.005,0.97,1.0065,0.15,4.299999999999883,FA1968FB6030C4A000,,FA1968FBDBDA7B2000,FA1968FBDC4344A000,FA196917336744A000,1m,Not filled,E. Australia Standard Time,
41,2.0,BMY,2024-09-04 04:03:57.977,50.4995,2171.4785,0.13,2024-09-04 05:47:01.321,50.65,2177.95,1.101,43.0,completed,1.005,0.97,1.006,0.15,5.240500000000106,FA196920701644A000,,FA196921084DBB2000,FA19692108AAC4A000,FA196929D46DC4A000,1m,Not filled,E. Australia Standard Time,
42,4.0,ABT,2024-09-04 04:07:29.572,114.5799,1260.3789,0.03,2024-09-05 00:58:51.994,115.4008,1269.4088,0.08,11.0,completed,1.005,0.97,1.0075,0.15,8.919900000000226,FA1969213EB5BB2000,,FA196922605D44A000,FA19692260BA44A000,FA196A30E8B13B2000,1m,Not filled,E. Australia Standard Time,
43,7.0,XOM,2024-09-04 04:52:13.631,115.859,2085.462,,2024-09-07 01:51:02.668,112.362,2022.516,0.14,18.0,completed,1.005,0.97,1.006,0.15,,FA19692B7BD384A000,,FA19692C1CBAC4A000,FA19692C1D1AC4A000,,1m,Not filled,E. Australia Standard Time,
44,46.0,MCHP,2024-09-05 00:22:30.266,76.27,1372.86,0.05,2024-09-05 01:23:07.529,76.4117,1375.4106,0.09999999999999999,18.0,completed,1.005,0.97,1.006,0.15,2.400600000000031,FA196A3755FDC4A000,,FA196A37CB96C4A000,FA196A37CBEF04A000,FA196A384D7A44A000,1m,Not filled,E. Australia Standard Time,
45,14.0,JCI,2024-09-05 00:33:50.739,70.85,1346.15,0.06,2024-09-07 01:13:11.722,68.6913,1305.1347,0.11,19.0,completed,1.005,0.97,1.006,0.15,-41.18530000000003,FA196A39EE827B2000,,FA196A3A57AB04A000,FA196A3A57FE3B2000,,1m,Not filled,E. Australia Standard Time,
46,1.0,BDX,2024-09-05 23:30:16.027,236.33,1181.65,,2024-09-10 02:33:45.170,237.89,1189.45,0.07,5.0,completed,1.005,0.97,1.0065,0.15,,FA196B74F88B84A000,,FA196B75684104A000,FA196B75689104A000,FA1970B57D0BFB2000,1h,Not filled,E. Australia Standard Time,
47,15.0,LIN,2024-09-10 00:28:46.435,463.06,1852.24,0.01,2024-09-10 02:52:38.479,463.85,1855.4,0.07,4.0,completed,1.005,0.97,1.006,0.15,3.080000000000082,FA1970A8B9003B2000,,FA1970A982977B2000,FA1970A982F0BB2000,FA1970BB8926C4A000,1m,"{'mv': np.float64(-8.251378976350388), 'mv_2m': np.float64(0.15321827791610065), 'mv_5m': np.float64(-2.5188791825066836), 'mv_30m': np.float64(3.627262938726594), 'mv_60m': np.float64(9.605177446663273)}",E. Australia Standard Time,
48,16.0,PSX,2024-09-10 00:28:57.074,128.78,2189.26,0.05,2024-09-12 00:47:26.468,124.88,2122.96,0.12,17.0,completed,1.005,0.97,1.006,0.15,-66.47000000000018,FA1970A8C36284A000,,FA1970A981BDC4A000,FA1970A98217BB2000,,1m,"{'mv': np.float64(-8.257422382824975), 'mv_2m': np.float64(0.1471748714415133), 'mv_5m': np.float64(-2.5105898897386236), 'mv_30m': np.float64(3.564092603835345), 'mv_60m': np.float64(8.440087670148323)}",E. Australia Standard Time,
49,0.0,JCI,2024-09-10 02:04:24.509,68.635,2196.32,0.1,2024-09-10 04:18:19.867,68.9608,2206.7456,0.17,32.0,completed,1.005,0.97,1.0065,0.15,10.15560000000003,FA1970BE9C82C4A000,,FA1970BF5A82C4A000,FA1970BF5AE0BB2000,FA1970C73E2104A000,1m,"{'mv': np.float64(-3.1132295211719443), 'mv_2m': np.float64(0.5834247005841009), 'mv_5m': np.float64(-0.8421107776714898), 'mv_30m': np.float64(-0.9756283020857737), 'mv_60m': np.float64(0.9744326198673603)}",E. Australia Standard Time,
50,1.0,WM,2024-09-10 02:04:35.064,208.68,2086.8,,2024-09-11 00:29:32.457,209.32,2093.2,0.09999999999999999,10.0,completed,1.005,0.97,1.006,0.15,,FA1970BEA6D07B2000,,FA1970BF03377B2000,FA1970BF0395C4A000,FA1971E5156CBB2000,1m,"{'mv': np.float64(-3.096145358284218), 'mv_2m': np.float64(0.600508863471827), 'mv_5m': np.float64(-0.7579200910960981), 'mv_30m': np.float64(-0.6784542500593904), 'mv_60m': np.float64(1.7464416330441601)}",E. Australia Standard Time,
51,0.0,SNPS,2024-09-10 03:39:37.717,463.25,1853.0,0.01,2024-09-11 00:26:03.623,464.16,1856.64,0.07,4.0,completed,1.005,0.97,1.006,0.15,3.5600000000001,FA1970D467B984A000,,FA1970D50C2504A000,FA1970D50C7B7B2000,,1m,"{'mv': np.float64(2.464410641484039), 'mv_2m': np.float64(0.6937374392422369), 'mv_5m': np.float64(0.7715270893379644), 'mv_30m': np.float64(-3.1479333974769874), 'mv_60m': np.float64(-1.246845306935973)}",E. Australia Standard Time,
52,5.0,MU,2024-09-11 01:44:16.189,85.4993,2137.4825,0.08,2024-09-11 03:32:19.306,85.6701,2141.7525,0.15,25.0,completed,1.005,0.97,1.006,0.15,4.039999999999981,FA19720397653B2000,,FA197204130CC4A000,FA197204136D3B2000,FA19720F5130BB2000,1m,"mv :3.03, mv_2m:0.24,mv_5m : 0.50, mv_30m : -6.63, mv_60m: 0.68",E. Australia Standard Time,
53,8.0,WM,2024-09-12 02:28:53.226,205.84,2058.4,0.03,2024-09-12 04:11:41.243,206.4775,2064.775,0.09999999999999999,10.0,completed,1.005,0.995,1.006,0.15,6.245,FA19735764A844A000,,FA1973580A7744A000,FA1973580AD7BB2000,FA19735DBBC97B2000,1m,"mv :-28.75, mv_2m:0.75,mv_5m : 1.97, mv_30m : 4.55, mv_60m: 4.52",E. Australia Standard Time,
54,1.0,NUE,2024-09-12 02:53:19.415,134.985,2159.76,0.05,2024-09-12 04:21:02.980,135.2813,2164.5008,0.12,16.0,completed,1.005,0.995,1.006,0.15,4.570799999999581,FA19735CFC8244A000,,FA19735D46D67B2000,FA19735D4740C4A000,FA19736242B084A000,1m,"mv :-1.32, mv_2m:0.17,mv_5m : 1.00, mv_30m : 2.03, mv_60m: 3.57",E. Australia Standard Time,
55,1.0,AMGN,2024-09-12 03:27:17.040,327.32,1963.92,,2024-09-12 05:31:08.233,328.94,1973.64,1.101,6.0,completed,1.02,0.995,1.0065,0.15,,FA197364C265C4A000,,FA197366022E7B2000,FA197366029244A000,FA197373F6EAC4A000,1m,"mv :-0.62, mv_2m:1.52,mv_5m : 0.34, mv_30m : 4.07, mv_60m: 5.60",E. Australia Standard Time,
56,6.0,MNST,2024-09-12 03:31:13.216,49.48,2177.12,0.13,2024-09-12 05:29:33.942,49.5501,2180.2044,1.101,44.0,completed,1.02,0.995,1.006,0.15,1.853400000000187,FA197365A90844A000,,FA1973660132C4A000,FA197366019744A000,FA197372AE6344A000,1m,"mv :-0.50, mv_2m:-0.11,mv_5m : 1.85, mv_30m : 4.00, mv_60m: 5.40",E. Australia Standard Time,
57,1.0,BA,2024-09-12 03:43:10.501,160.2099,2082.7287,0.04,2024-09-12 05:40:15.224,160.9318,2092.1134,0.11,13.0,completed,1.005,0.995,1.0065,0.15,9.234700000000068,FA19736865847B2000,,FA197368BD7604A000,FA197368BDDB3B2000,FA197375091D84A000,1m,"mv :-0.14, mv_2m:-0.02,mv_5m : 0.60, mv_30m : -0.70, mv_60m: 2.59",E. Australia Standard Time,
58,6.0,PSX,2024-09-12 05:07:42.745,125.27,2129.59,0.05,2024-09-12 06:34:49.128,125.585,2134.945,1.101,17.0,completed,1.005,0.995,1.006,0.15,4.203999999999564,FA19737BBEDC04A000,,FA19737D307FC4A000,FA19737D311D44A000,FA1973828620FB2000,1m,"mv :13.42, mv_2m:1.83,mv_5m : 1.94, mv_30m : 6.09, mv_60m: 16.02",E. Australia Standard Time,
59,10.0,MRNA,2024-09-12 05:32:48.329,79.35,2142.45,0.08,2024-09-12 06:51:28.718,79.5006,2146.5162,0.15,27.0,completed,1.005,0.995,1.006,0.15,3.836200000000208,FA1973817D2504A000,,FA197382E5D37B2000,FA197382E63C84A000,FA1973869638C4A000,1m,"mv :24.35, mv_2m:0.32,mv_5m : 1.64, mv_30m : 10.76, mv_60m: 15.92",E. Australia Standard Time,
60,11.0,GOOG,2024-09-12 05:35:10.237,151.6893,2123.6502,0.04,2024-09-12 06:51:03.034,152.075,2129.05,0.11,14.0,completed,1.005,0.995,1.006,0.15,5.249799999999686,FA19738207BA44A000,,FA197382867DFB2000,FA19738286E1FB2000,FA1973865620FB2000,1m,"mv :25.33, mv_2m:1.88,mv_5m : 0.79, mv_30m : 21.92, mv_60m: 26.93",E. Australia Standard Time,
61,12.0,CDNS,2024-09-12 05:39:55.619,263.3656,2106.9248,,2024-09-12 06:46:21.117,263.88,2111.04,0.09,8.0,completed,1.005,0.995,1.006,0.15,,FA1973831E6A44A000,,FA197384141284A000,FA19738414763B2000,FA19738507E884A000,1m,"mv :23.72, mv_2m:-0.47,mv_5m : -0.88, mv_30m : 13.98, mv_60m: 17.96",E. Australia Standard Time,
62,2.0,NFLX,2024-09-12 23:56:01.597,689.07,2067.21,,2024-09-13 01:11:23.234,691.25,2073.75,0.07999999999999999,3.0,completed,1.005,0.995,1.006,0.15,,FA19747DFF17C4A000,,FA19747E73617B2000,FA19747E73CA04A000,FA1974819BBEC4A000,1m,"mv :-10.81, mv_2m:-0.66,  mv_5m : 4.99, mv_30m : -3.77, mv_60m: -3.77",E. Australia Standard Time,
63,6.0,MU,2024-09-13 00:45:45.875,86.78,2169.5,0.08,2024-09-13 01:54:37.358,86.3123,2157.8075,0.15,25.0,completed,1.005,0.995,1.006,0.15,-11.92250000000011,FA197489615104A000,,FA19748A2F8984A000,FA19748A2FEC04A000,,1m,"mv :-9.03, mv_2m:0.77,  mv_5m : 0.35, mv_30m : -1.76, mv_60m: -2.84",E. Australia Standard Time,
64,0.0,JCI,2024-09-13 00:58:05.513,70.425,2183.175,0.09,2024-09-13 04:53:05.012,70.7615,2193.6065,0.16,31.0,completed,1.005,0.995,1.0075,0.15,10.18150000000014,FA19748C33A0C4A000,,FA19748C7C337B2000,FA19748C7C967B2000,FA1974ADA6A73B2000,1m,"mv :0.82, mv_2m:0.26,  mv_5m : -0.19, mv_30m : -0.33, mv_60m: 1.84",E. Australia Standard Time,
65,3.0,OXY,2024-09-13 01:40:56.565,51.2097,2150.8074,,2024-09-13 05:47:29.234,50.9302,2139.0684,0.2,42.0,completed,1.005,0.995,1.006,0.15,,FA19749602647B2000,,FA1974974C4D04A000,FA1974974CB344A000,,1m,"mv :-13.52, mv_2m:0.06,  mv_5m : 1.28, mv_30m : -3.73, mv_60m: -3.31",E. Australia Standard Time,
66,4.0,MPC,2024-09-13 01:41:25.167,160.62,2088.06,0.04,2024-09-13 04:03:10.259,161.3957,2098.1441,0.12,13.0,completed,1.005,0.995,1.0065,0.15,9.924100000000037,FA1974961E55C4A000,,FA1974979F14C4A000,FA1974979F78BB2000,FA1974A5EDE13B2000,1m,"mv :-13.26, mv_2m:0.32,  mv_5m : 2.37, mv_30m : -5.56, mv_60m: -5.51",E. Australia Standard Time,
67,5.0,KMB,2024-09-13 03:15:47.256,142.05,2130.75,0.05,2024-09-13 06:45:11.360,142.39,2135.85,0.13,15.0,completed,1.005,0.995,1.006,0.15,4.919999999999909,FA1974ABB7AF44A000,,FA1974AC01F204A000,FA1974AC025BBB2000,FA1974C8F1E3BB2000,1m,"mv :-5.34, mv_2m:0.16,  mv_5m : -0.11, mv_30m : 2.30, mv_60m: 3.11",E. Australia Standard Time,
68,7.0,PSA,2024-09-13 04:00:00.559,358.12,2148.72,0.02,2024-09-13 23:06:48.042,355.86,2135.16,0.09,6.0,completed,1.005,0.995,1.006,0.15,-13.66999999999994,FA1974B5D6C744A000,,FA1974B67B2C7B2000,FA1974B67B93C4A000,,1m,"mv :4.54, mv_2m:-0.01,  mv_5m : 0.01, mv_30m : 2.34, mv_60m: 3.15",E. Australia Standard Time,
69,9.0,MRNA,2024-09-13 04:58:14.441,69.91,2167.21,0.09,2024-09-13 05:56:44.599,69.95,2168.45,0.16,31.0,completed,1.005,0.995,1.006,0.15,0.9900000000002364,FA1974C32ABF44A000,,FA1974C36445BB2000,FA1974C364A93B2000,FA1974C390D304A000,1m,"mv :-11.51, mv_2m:0.36,  mv_5m : 3.25, mv_30m : -5.03, mv_60m: -7.96",E. Australia Standard Time,
70,11.0,CSX,2024-09-13 05:15:54.153,33.3799,2169.6935,0.2,2024-09-13 08:51:02.504,33.33,2166.45,0.27,65.0,completed,1.005,0.995,1.006,0.15,-3.71350000000004,FA1974C7359E04A000,,FA1974C88C8C84A000,FA1974C88CF684A000,,1m,"mv :-8.38, mv_2m:0.02,  mv_5m : -0.39, mv_30m : -1.10, mv_60m: 0.48",E. Australia Standard Time,
71,7.0,PYPL,2024-09-14 03:10:38.944,70.235,2177.285,0.09,2024-09-14 04:56:41.370,70.37,2181.47,0.19,31.0,completed,1.005,0.995,1.006,0.15,3.9050000000004,FA1975F421BB84A000,,FA1975F59D7EC4A000,FA1975F59DEA84A000,FA1975FBD2BB04A000,1m,"mv :2.08, mv_2m:0.27,  mv_5m : -0.59, mv_30m : -0.61, mv_60m: -4.13",E. Australia Standard Time,
72,10.0,CMG,2024-09-14 03:15:44.086,56.3998,2199.5922,0.12,2024-09-14 06:55:05.711,56.1002,2187.9078,0.19,39.0,completed,1.005,0.995,1.006,0.15,-11.99440000000009,FA1975F54BB67B2000,,FA1975F65E12C4A000,FA1975F65E78BB2000,,1m,"mv :2.68, mv_2m:-0.08,  mv_5m : 0.93, mv_30m : 5.36, mv_60m: -4.31",E. Australia Standard Time,
73,15.0,NUE,2024-09-14 03:45:29.345,144.8263,2172.3945,,2024-09-14 04:56:33.046,143.96,2159.4,0.12,15.0,completed,1.005,0.995,1.006,0.15,,FA1975FC1B1944A000,,FA1975FD3D72BB2000,FA1975FD3DD7FB2000,,1m,"mv :5.33, mv_2m:-0.05,  mv_5m : -0.15, mv_30m : 2.49, mv_60m: 3.17",E. Australia Standard Time,
74,22.0,BA,2024-09-14 04:48:27.887,157.41,2046.33,,2024-09-14 05:54:21.023,157.507,2047.591,0.11,13.0,completed,1.005,0.995,1.006,0.15,,FA19760A850A7B2000,,FA19760B798A84A000,FA19760B79F1BB2000,FA19760C3CCF44A000,1m,"mv :0.15, mv_2m:-0.16,  mv_5m : 0.71, mv_30m : -0.86, mv_60m: 0.31",E. Australia Standard Time,
75,24.0,CVS,2024-09-14 05:26:19.969,57.8876,2199.7288,,2024-09-17 00:26:06.678,58.575,2225.85,0.18,38.0,completed,1.005,0.995,1.006,0.15,,FA1976132FD6C4A000,,FA197614A6EBFB2000,FA197614A750BB2000,FA19782EB6A23B2000,1m,"mv :1.64, mv_2m:0.09,  mv_5m : 0.39, mv_30m : 0.70, mv_60m: 0.41",E. Australia Standard Time,
76,28.0,ABBV,2024-09-14 05:46:23.243,194.35,2137.85,,2024-09-17 00:26:09.462,195.52,2150.72,0.09999999999999999,11.0,completed,1.005,0.995,1.006,0.15,,FA197617C6E4BB2000,,FA19761A474D84A000,FA19761A47B584A000,FA19782EB7557B2000,1m,"mv :3.64, mv_2m:0.13,  mv_5m : 0.25, mv_30m : 0.84, mv_60m: 1.61",E. Australia Standard Time,
77,0.0,DXCM,2024-09-16 23:46:48.787,70.98,2129.4,,2024-09-17 00:46:25.018,71.06,2131.8,0.18,30.0,completed,1.005,0.995,1.006,0.15,,FA1979A23F457B2000,,FA1979A2D4423B2000,FA1979A2D493C4A000,FA1979A2D50C84A000,1h,"mv :-0.85, mv_2m:0.15,  mv_5m : 0.51, mv_30m : 0.97, mv_60m: 0.58",E. Australia Standard Time,
78,3.0,FDX,2024-09-16 23:47:14.041,291.94,2043.58,,2024-09-17 00:52:25.291,293.33,2053.31,0.09,7.0,completed,1.005,0.995,1.0065,0.15,,FA1979A257EF3B2000,,FA1979A2D31C7B2000,FA1979A2D375FB2000,FA1979A2D3EEFB2000,1h,"mv :-0.53, mv_2m:0.47,  mv_5m : -0.31, mv_30m : 0.59, mv_60m: 2.48",E. Australia Standard Time,
79,5.0,SNPS,2024-09-16 23:47:41.084,496.94,1987.76,,2024-09-17 00:48:06.978,496.56,1986.24,0.07999999999999999,4.0,completed,1.005,0.995,1.006,0.15,,FA1979A27260C4A000,,FA1979A2D1F0BB2000,FA1979A2D24444A000,FA1979A2D2C07B2000,1h,"mv :-0.12, mv_2m:0.88,  mv_5m : 0.29, mv_30m : 2.19, mv_60m: 5.00",E. Australia Standard Time,
80,10.0,CMG,2024-09-16 23:50:36.306,57.45,2183.1,0.11,2024-09-17 00:52:49.388,57.3411,2178.9618,0.18,38.0,completed,1.005,0.995,1.006,0.15,-4.42819999999987,FA1979A31D7284A000,,FA1979A3DB1704A000,FA1979A3DB68BB2000,FA1979A370EBBB2000,1h,"mv :3.80, mv_2m:1.39,  mv_5m : 4.59, mv_30m : 11.24, mv_60m: 16.52",E. Australia Standard Time,
81,15.0,MRNA,2024-09-16 23:52:31.698,69.01,2139.31,0.09,2024-09-17 00:49:56.469,68.8203,2133.4293,0.16,31.0,completed,1.005,0.995,1.006,0.15,-6.130699999999706,FA1979A38E223B2000,,FA1979A3D9C6BB2000,FA1979A3DA1AC4A000,FA1979A3DA9EC4A000,1h,"mv :4.77, mv_2m:0.52,  mv_5m : 5.03, mv_30m : 10.15, mv_60m: 15.01",E. Australia Standard Time,
82,16.0,CSX,2024-09-16 23:53:59.276,34.02,2177.28,0.19,2024-09-17 00:57:15.779,34.0007,2176.0448,0.26,64.0,completed,1.005,0.995,1.006,0.15,-1.685200000000077,FA1979A3E3ACC4A000,,FA1979A4FFD4C4A000,FA1979A5002184A000,FA1979A5008C3B2000,1h,"mv :5.67, mv_2m:0.57,  mv_5m : 1.61, mv_30m : 3.55, mv_60m: 4.35",E. Australia Standard Time,
83,0.0,DXCM,2024-09-16 23:56:25.649,71.39,2141.7,0.09,2024-09-17 00:55:33.450,71.32,2139.6,0.16,30.0,completed,1.005,0.995,1.006,0.15,-2.349999999999909,FA1979A4729944A000,,FA1979A4FED03B2000,FA1979A4FF177B2000,FA1979A4FF853B2000,1h,"mv :-0.90, mv_2m:0.10,  mv_5m : 0.48, mv_30m : 1.30, mv_60m: 1.04",E. Australia Standard Time,
84,4.0,WM,2024-09-16 23:57:04.690,210.51,2105.1,0.03,2024-09-17 00:58:39.744,209.55,2095.5,0.09999999999999999,10.0,completed,1.005,0.995,1.006,0.15,-9.729999999999908,FA1979A498BE3B2000,,FA1979A4FD963B2000,FA1979A4FDECFB2000,FA1979A4FE6D7B2000,1h,"mv :-1.44, mv_2m:-0.44,  mv_5m : 4.11, mv_30m : 8.79, mv_60m: 9.46",E. Australia Standard Time,
85,6.0,MRNA,2024-09-16 23:59:42.207,68.63,2196.16,0.1,2024-09-17 00:58:29.316,68.43,2189.76,0.17,32.0,completed,1.005,0.995,1.006,0.15,-6.669999999999636,FA1979A5328B84A000,,,,FA1979A5BC5F84A000,1h,"mv :-2.20, mv_2m:-0.49,  mv_5m : -0.06, mv_30m : 11.64, mv_60m: 16.35",E. Australia Standard Time,
86,21.0,FDX,2024-09-17 00:01:52.986,293.22,2052.54,,2024-09-17 01:01:40.622,292.32,2046.24,0.09,7.0,completed,1.005,0.995,1.006,0.15,,FA1979A5B242C4A000,,FA1979A64017C4A000,FA1979A640773B2000,FA1979A640F3C4A000,1h,"mv :-1.97, mv_2m:-0.55,  mv_5m : -0.56, mv_30m : 3.76, mv_60m: 5.84",E. Australia Standard Time,
87,24.0,CHTR,2024-09-17 00:02:42.751,344.35,2066.1,0.02,2024-09-17 01:05:13.646,343.67,2062.02,0.09,6.0,completed,1.005,0.995,1.006,0.15,-4.190000000000381,FA1979A5E2DBFB2000,,FA1979A6D03084A000,FA1979A6D0867B2000,FA1979A6D0FBFB2000,1h,"mv :-3.03, mv_2m:-1.45,  mv_5m : -2.02, mv_30m : 6.80, mv_60m: 15.24",E. Australia Standard Time,
88,25.0,EL,2024-09-17 00:02:49.889,86.88,2172.0,0.08,2024-09-17 01:00:54.060,86.3917,2159.7925,0.15,25.0,completed,1.005,0.995,1.006,0.15,-12.43749999999998,FA1979A5E9D5C4A000,,FA1979A6414AFB2000,FA1979A6419AC4A000,FA1979A642103B2000,1h,"mv :-2.96, mv_2m:-1.39,  mv_5m : -1.69, mv_30m : 7.65, mv_60m: 17.42",E. Australia Standard Time,
89,37.0,AMD,2024-09-17 00:05:12.802,153.33,2146.62,0.04,2024-09-17 01:04:23.440,153.6213,2150.6982,0.11,14.0,completed,1.005,0.995,1.006,0.15,3.92819999999947,FA1979A67566FB2000,,FA1979A6D14904A000,FA1979A6D19BBB2000,FA1979A6D21404A000,1h,"mv :-6.53, mv_2m:-1.99,  mv_5m : -5.65, mv_30m : -1.75, mv_60m: 5.79",E. Australia Standard Time,
90,38.0,CMG,2024-09-17 00:05:50.670,57.27,2176.26,0.11,2024-09-17 01:06:35.465,57.2405,2175.139,0.18,38.0,completed,1.005,0.995,1.006,0.15,-1.411000000000095,FA1979A69A63C4A000,,FA1979A6CECEC4A000,FA1979A6CF2344A000,FA1979A6CFCE7B2000,1h,"mv :-6.08, mv_2m:-1.54,  mv_5m : -8.92, mv_30m : -0.59, mv_60m: 13.48",E. Australia Standard Time,
91,39.0,DXCM,2024-09-17 00:08:53.666,71.12,2133.6,0.09,2024-09-17 01:10:49.392,71.13,2133.9,0.16,30.0,completed,1.005,0.995,1.006,0.15,0.0499999999992724,FA1979A74D12FB2000,,FA1979A7EBCB7B2000,FA1979A7EC1884A000,FA1979A7EC893B2000,1h,"mv :-4.19, mv_2m:0.20,  mv_5m : 0.04, mv_30m : 1.21, mv_60m: 0.93",E. Australia Standard Time,
92,40.0,WM,2024-09-17 00:09:23.161,209.65,2096.5,0.03,2024-09-17 02:38:36.760,208.83,2088.3,0.11,10.0,completed,1.005,0.995,1.006,0.15,-8.339999999999817,FA1979A769E27B2000,,FA1979A7E98D3B2000,FA1979A7E9E504A000,FA1979A7EA663B2000,1h,"mv :-2.89, mv_2m:1.50,  mv_5m : 1.15, mv_30m : 3.97, mv_60m: 6.04",E. Australia Standard Time,
93,50.0,SO,2024-09-17 00:10:44.051,89.7298,2153.5152,0.07,2024-09-17 02:07:24.493,89.8506,2156.4144,0.14,24.0,completed,1.005,0.995,1.006,0.15,2.689200000000292,FA1979A7B8DE84A000,,FA1979A7EAC284A000,FA1979A7EB0DFB2000,FA1979A7EB7E7B2000,1h,"mv :-2.54, mv_2m:2.06,  mv_5m : 3.65, mv_30m : 11.74, mv_60m: 20.22",E. Australia Standard Time,
94,1.0,FDX,2024-09-17 00:21:28.710,291.71,2041.97,,2024-09-17 01:24:16.696,290.25,2031.75,0.09,7.0,completed,1.005,0.995,1.006,0.15,,FA1979AA2E69BB2000,,FA1979AA9A96C4A000,FA1979AA9AF57B2000,FA1979AA9B6E7B2000,1h,"mv :-0.62, mv_2m:0.38,  mv_5m : 0.57, mv_30m : 0.05, mv_60m: 1.97",E. Australia Standard Time,
95,0.0,SCHW,2024-09-17 00:48:20.675,64.01,2176.34,0.1,2024-09-17 01:50:13.668,63.8301,2170.2234,0.17,34.0,completed,1.005,0.995,1.006,0.15,-6.386600000000289,FA1979B054923B2000,,FA1979B0A3903B2000,FA1979B0A3E684A000,FA1979B0A463BB2000,1h,"mv :-0.32, mv_2m:0.68,  mv_5m : 2.95, mv_30m : -2.05, mv_60m: 2.35",E. Australia Standard Time,
96,3.0,FTNT,2024-09-17 00:55:16.343,76.02,2128.56,0.08,2024-09-17 02:37:59.978,76.0504,2129.4112,0.15,28.0,completed,1.005,0.995,1.006,0.15,0.6212000000000626,FA1979B1EA7DBB2000,,FA1979B287297B2000,FA1979B28783FB2000,FA1979B225BD44A000,1h,"mv :0.31, mv_2m:1.56,  mv_5m : -0.56, mv_30m : -5.15, mv_60m: -14.93",E. Australia Standard Time,
